team,TotalZscore
Austin Peay Governors,3.9823983164724868
Austin Peay Governors,1.1538424871523354
Austin Peay Governors,-1.2107249171357524
Austin Peay Governors,-1.6587187753225703
Austin Peay Governors,0.5819110213082207
Austin Peay Governors,0.27213907732574116
Austin Peay Governors,-0.596435563151289
Austin Peay Governors,-3.387600236225181
Austin Peay Governors,-0.6149307151654287
BYU Cougars,2.5168376905028587
BYU Cougars,1.6328314906285635
BYU Cougars,1.241534963030189
BYU Cougars,-0.2896756085590283
BYU Cougars,0.7419609850721489
BYU Cougars,-0.6318313160400503
BYU Cougars,-1.4186351262812762
BYU Cougars,2.7073394154554964
BYU Cougars,0.14541133519748012
BYU Cougars,1.4656410189850322
BYU Cougars,2.013275368480102
BYU Cougars,-1.9079030124830472
BYU Cougars,0.07239465148243918
BYU Cougars,-0.2013683490921978
Ball St. Cardinals,1.7795287063013046
Ball St. Cardinals,0.23127832456913655
Ball St. Cardinals,0.6715426155361333
Ball St. Cardinals,-1.0489203006049868
Ball St. Cardinals,2.4116850135745915
Ball St. Cardinals,-2.0069983567761622
Ball St. Cardinals,2.1369413634053025
Ball St. Cardinals,1.1134879165118705
Ball St. Cardinals,-4.022607601918821
Ball St. Cardinals,0.20636708640046453
Ball St. Cardinals,1.7164252954191992
Ball St. Cardinals,2.2239449108819738
Ball St. Cardinals,3.155696841129105
Baylor Bears,-2.0461428327925013
Baylor Bears,-0.9718772669125169
Baylor Bears,2.0024259814715055
Baylor Bears,2.118443219225846
Baylor Bears,3.0723409035385916
Baylor Bears,-0.7435652132900044
Baylor Bears,-0.7537702575729223
Baylor Bears,2.2732056434067345
Baylor Bears,-0.4463273190953323
Baylor Bears,-0.23944746704369724
Baylor Bears,-2.585255320872751
Bellarmine Knights,-1.9120275992013736
Bellarmine Knights,-2.8510219416380473
Bellarmine Knights,-1.5393872641714335
Bellarmine Knights,0.5083358200395315
Bellarmine Knights,2.0427836304785054
Bellarmine Knights,0.5816934942072657
Bellarmine Knights,-2.145535962590598
Bellarmine Knights,-3.5932048532161622
Bellarmine Knights,-1.5868038507571751
Bellarmine Knights,-1.3611405362299833
Bellarmine Knights,-1.6989475532269993
Bellarmine Knights,0.3893162210741392
Bellarmine Knights,-3.682147089446712
Bellarmine Knights,3.086337171859086
Belmont Bruins,-0.5789080025600126
Belmont Bruins,2.3809040740618297
Belmont Bruins,0.2600952144212165
Belmont Bruins,-4.345150252690495
Belmont Bruins,-0.4211611804900933
Belmont Bruins,-3.7386197790013
Belmont Bruins,1.9504120225628112
Belmont Bruins,-2.3150415425252877
Belmont Bruins,1.5462403309507429
Belmont Bruins,-1.0351791312196306
Belmont Bruins,1.1272153018978925
Belmont Bruins,0.8554854513617366
Belmont Bruins,2.132976849051115
Belmont Bruins,-4.14489367612743
Belmont Bruins,2.782208528634273
Belmont Bruins,2.969512410275003
Bethune-Cookman Wildcats,1.035539884888983
Bethune-Cookman Wildcats,-1.252337457865907
Bethune-Cookman Wildcats,-3.4709344743687742
Bethune-Cookman Wildcats,-3.930812271302508
Bethune-Cookman Wildcats,-3.7168399969122734
Bethune-Cookman Wildcats,-3.0832927724164887
Bethune-Cookman Wildcats,-1.7349024689919479
Bethune-Cookman Wildcats,1.7055296374504647
Bethune-Cookman Wildcats,-3.5938115833797935
Bethune-Cookman Wildcats,-3.6096165114956813
Bethune-Cookman Wildcats,-1.9133162473192917
Bethune-Cookman Wildcats,-1.8063265402724122
Bethune-Cookman Wildcats,-2.524386054529519
Binghamton Bearcats,1.2254521652756956
Binghamton Bearcats,1.8628238084942366
Binghamton Bearcats,-0.949016759594199
Binghamton Bearcats,-2.6469695624725125
Binghamton Bearcats,1.1906296097959839
Binghamton Bearcats,-2.6504728900286163
Binghamton Bearcats,-0.15670933631923956
Binghamton Bearcats,-0.9996178638974158
Binghamton Bearcats,1.4105769518316422
Binghamton Bearcats,0.9767787576581146
Binghamton Bearcats,-0.7573557157645077
Binghamton Bearcats,-1.3044529247732597
Binghamton Bearcats,-4.700627104408987
Boise St. Broncos,3.926957499312401
Boise St. Broncos,3.6661397443086883
Boise St. Broncos,-2.2150978897442726
Boise St. Broncos,-1.5109936437065463
Boise St. Broncos,-0.7461233158918683
Boise St. Broncos,-1.1270714604994534
Boise St. Broncos,0.7449775984088974
Boise St. Broncos,-0.053200315873057624
Boise St. Broncos,2.8678093092147434
Boise St. Broncos,0.726114073813952
Boise St. Broncos,-1.6670895307286502
Boise St. Broncos,1.6186945150499805
Boston College Eagles,0.8579109793767148
Boston College Eagles,-1.0625148325349696
Boston College Eagles,2.1123564782118174
Boston College Eagles,-2.182506299184947
Boston College Eagles,-0.11425829675433818
Boston College Eagles,2.1653716360795965
Boston College Eagles,2.663257189924865
Boston College Eagles,3.082014782113699
Boston College Eagles,4.264761642014264
Boston College Eagles,-0.30904621588919207
Boston College Eagles,2.01692887140571
Boston College Eagles,1.051010425980601
Boston College Eagles,0.5179577872539429
Boston College Eagles,1.2189682656468679
Boston College Eagles,0.10276074997168116
Boston College Eagles,-0.7534035043602724
Bowling Green Falcons,-1.8890459050055408
Bowling Green Falcons,-1.363822408545908
Bowling Green Falcons,1.0259810394970525
Bowling Green Falcons,0.6603368105534406
Bowling Green Falcons,-2.536174570542798
Bowling Green Falcons,3.7006516799570788
Bowling Green Falcons,0.3044191942160319
Bowling Green Falcons,-1.9714231920026974
Bowling Green Falcons,-0.3417365451287202
Bowling Green Falcons,-1.5232522924486414
Bowling Green Falcons,-1.488491865069648
Bowling Green Falcons,3.5671800929596333
Bowling Green Falcons,-1.18936225075354
Bradley Braves,1.0344666673820357
Bradley Braves,0.16903883098129718
Bradley Braves,0.13001669514628333
Bradley Braves,-1.5343674108666758
Bradley Braves,-2.6793545041240443
Bradley Braves,-0.5970743010096008
Bradley Braves,-0.7531574923256286
Bradley Braves,0.3941091050423676
Bradley Braves,1.8849969145768577
Bradley Braves,-1.5647812289792262
Bradley Braves,-1.6545623629201955
Bradley Braves,0.21751792773523093
Bradley Braves,-3.0431495847409256
Bradley Braves,1.9185806566391608
Bradley Braves,-2.2372485691059953
Bryant Bulldogs,-0.12454533144260727
Bryant Bulldogs,-2.313376362317169
Bryant Bulldogs,0.7410177468304575
Bryant Bulldogs,-0.19048709893655558
Bryant Bulldogs,0.8075881174357697
Bryant Bulldogs,1.8151650306618046
Bryant Bulldogs,-0.16580026988801355
Bryant Bulldogs,0.49207017768923095
Bryant Bulldogs,1.0713027020985533
Bryant Bulldogs,0.5953534965383099
Bryant Bulldogs,-0.05608204271084172
Bryant Bulldogs,-0.689145654740615
Bryant Bulldogs,-2.8775543894045357
Bryant Bulldogs,0.7798892606555369
Bryant Bulldogs,-3.6402148972992667
Bryant Bulldogs,-0.4683135429038183
Bryant Bulldogs,-0.11968261838313499
Bucknell Bison,0.11658827385771742
Bucknell Bison,0.16243608809153331
Bucknell Bison,3.4697132595358475
Bucknell Bison,-0.31709307330430514
Bucknell Bison,2.577392882759267
Bucknell Bison,-1.1883131423400843
Bucknell Bison,0.7190723465548976
Bucknell Bison,0.5835160599768698
Bucknell Bison,1.660403211709173
Bucknell Bison,1.8538845848580399
Bucknell Bison,-0.22584346185591936
Bucknell Bison,-0.6944234875104897
Bucknell Bison,1.902061743404293
Buffalo Bulls,-0.6679239728350864
Buffalo Bulls,-0.2725144916383525
Buffalo Bulls,0.1738394935489238
Buffalo Bulls,2.3348367460954846
Buffalo Bulls,-0.1553929758152535
Buffalo Bulls,1.030679378670699
Buffalo Bulls,-1.2168874214241856
Buffalo Bulls,-1.4364485316263877
Buffalo Bulls,0.9162509860209902
Buffalo Bulls,-2.6512578786351617
Buffalo Bulls,0.15191612599459298
Buffalo Bulls,-0.2947277733037712
Buffalo Bulls,-0.25846474195544583
Buffalo Bulls,-0.9967335294113031
Butler Bulldogs,2.1786034707036137
Butler Bulldogs,2.522743888519467
Butler Bulldogs,-0.2721796218812108
Butler Bulldogs,0.9110430840744865
Butler Bulldogs,3.810707916389385
Butler Bulldogs,0.2672505635554905
Butler Bulldogs,1.6900442396023547
Butler Bulldogs,0.2022874924150755
Butler Bulldogs,2.824222240694476
Butler Bulldogs,1.6894044560009882
Butler Bulldogs,2.285183797130381
Butler Bulldogs,0.9768516560423425
Butler Bulldogs,-1.0430821499670275
CSU Bakersfield Roadrunners,1.9638359080042695
CSU Bakersfield Roadrunners,0.38320499336289393
CSU Bakersfield Roadrunners,2.057529065374238
CSU Bakersfield Roadrunners,-0.7007981369155762
CSU Bakersfield Roadrunners,-0.9324573727775196
CSU Bakersfield Roadrunners,-1.3014485150314803
CSU Bakersfield Roadrunners,-1.6965104572136644
CSU Bakersfield Roadrunners,2.622178822176476
CSU Bakersfield Roadrunners,-0.08906994183719266
CSU Bakersfield Roadrunners,-2.3177982076973906
CSU Bakersfield Roadrunners,-2.10996038604267
CSU Bakersfield Roadrunners,-0.9216897898566752
CSU Bakersfield Roadrunners,0.3034992623839813
CSU Bakersfield Roadrunners,-3.422148864751016
CSUN Matadors,-1.5515015371695877
CSUN Matadors,-2.255066338395575
CSUN Matadors,1.4558877270957855
CSUN Matadors,4.049741674579065
CSUN Matadors,-0.6966349750500657
CSUN Matadors,-1.0529105255325402
CSUN Matadors,0.22636199489160225
CSUN Matadors,0.752165826295748
CSUN Matadors,0.6548653816112845
CSUN Matadors,0.7196293328005823
CSUN Matadors,0.4057882019073674
CSUN Matadors,-1.1462400040095195
CSUN Matadors,-5.643918270826081
Cal Poly Mustangs,1.851992398618727
Cal Poly Mustangs,1.252198326015061
Cal Poly Mustangs,2.173759748200429
Cal Poly Mustangs,2.1092315974165547
Cal Poly Mustangs,0.7807845414427017
Cal Poly Mustangs,2.511765031116754
Cal Poly Mustangs,3.317566046428125
Cal Poly Mustangs,2.516500715335181
Cal Poly Mustangs,0.44503277991871393
Cal Poly Mustangs,-0.4314299187406311
Cal Poly Mustangs,-1.010002405759833
Cal Poly Mustangs,0.6105789169220307
Cal Poly Mustangs,-2.165854177834378
Cal Poly Mustangs,-0.1328857894378757
Cal St. Fullerton Titans,0.7867951107562208
Cal St. Fullerton Titans,-4.39510878405302
Cal St. Fullerton Titans,-4.213795152307545
Cal St. Fullerton Titans,-2.8467566498414123
Cal St. Fullerton Titans,-0.7467969322278587
Cal St. Fullerton Titans,1.6073096134856977
Cal St. Fullerton Titans,0.11519116490504405
Cal St. Fullerton Titans,-0.22171902878493466
Cal St. Fullerton Titans,-1.3994280583455403
Cal St. Fullerton Titans,-3.329209091679926
Cal St. Fullerton Titans,-0.5950106923080729
California Golden Bears,1.714315114280762
California Golden Bears,1.280831045477424
California Golden Bears,0.43644192950652994
California Golden Bears,1.2473498614059664
California Golden Bears,2.1088983307143074
California Golden Bears,2.398739939176513
California Golden Bears,3.6069568881852985
California Golden Bears,2.1346301603404796
California Golden Bears,-0.40524323481167124
California Golden Bears,2.8484054807627386
California Golden Bears,4.137819965709652
California Golden Bears,-1.3830162678670876
California Golden Bears,-1.2723068292965483
California Baptist Lancers,-1.1280353691386082
California Baptist Lancers,-0.6238139443732194
California Baptist Lancers,2.787452685311756
California Baptist Lancers,2.9446575292205566
California Baptist Lancers,1.3076716562952657
California Baptist Lancers,3.21141053969822
California Baptist Lancers,1.158490036583068
California Baptist Lancers,-2.115651222588436
California Baptist Lancers,-2.0317393341515317
California Baptist Lancers,-1.3488426183705273
California Baptist Lancers,0.9133387278146455
California Baptist Lancers,-0.668648051464945
California Baptist Lancers,1.6102976030284277
Campbell Camels,-0.5804336219013075
Campbell Camels,-1.401661297208313
Campbell Camels,-0.35541925648882644
Campbell Camels,-0.4983659466053495
Campbell Camels,-1.2158037486691293
Campbell Camels,0.7256601409731223
Campbell Camels,-1.0309964025387863
Campbell Camels,0.9733566663487333
Campbell Camels,2.7333742792552513
Campbell Camels,-2.239747808891382
Campbell Camels,-0.07517716820122866
Campbell Camels,1.7744936905218367
Campbell Camels,-0.4202516333986237
Campbell Camels,-0.8468730056677455
Canisius Golden Griffins,0.049124310647392755
Canisius Golden Griffins,-0.7484174881839822
Canisius Golden Griffins,-1.0877365447728937
Canisius Golden Griffins,1.3511088155886595
Canisius Golden Griffins,0.9564192853624716
Canisius Golden Griffins,-0.08434745756846332
Canisius Golden Griffins,-1.5112672978692325
Canisius Golden Griffins,0.4347448739971013
Canisius Golden Griffins,-2.712457118743094
Canisius Golden Griffins,-2.1982274385005294
Canisius Golden Griffins,1.651959174858926
Canisius Golden Griffins,2.1981765938776934
Central Ark.  Sugar Bears,1.7309982679883793
Central Ark.  Sugar Bears,2.116029578218721
Central Ark.  Sugar Bears,-1.910810515830795
Central Ark.  Sugar Bears,-6.01515238707726
Central Ark.  Sugar Bears,0.5995975597165508
Central Ark.  Sugar Bears,1.6132997885848575
Central Ark.  Sugar Bears,-1.9835248915601897
Central Ark.  Sugar Bears,-2.0260758189942
Central Ark.  Sugar Bears,-1.3501813177793665
Central Ark.  Sugar Bears,-1.1893598110205184
Central Ark.  Sugar Bears,1.3526549893498188
Central Ark.  Sugar Bears,-1.5240936863615913
Central Ark.  Sugar Bears,0.012743041751286599
Central Ark.  Sugar Bears,-2.890810328349464
Central Ark.  Sugar Bears,-2.3382837605309685
Central Conn. St. Blue Devils,-1.9805907639626161
Central Conn. St. Blue Devils,-2.1492577023465964
Central Conn. St. Blue Devils,-3.707682400325185
Central Conn. St. Blue Devils,0.01817215702256003
Central Conn. St. Blue Devils,-1.576713215915271
Central Conn. St. Blue Devils,-4.191689692623054
Central Conn. St. Blue Devils,-0.9180932577160167
Central Conn. St. Blue Devils,-3.949348959883966
Central Conn. St. Blue Devils,-6.643552424220781
Central Conn. St. Blue Devils,-2.421331240592353
Central Conn. St. Blue Devils,-1.0658906949913982
Central Conn. St. Blue Devils,-0.43196384561003054
Central Conn. St. Blue Devils,-1.056100776591847
Central Mich. Chippewas,-0.8890313549157869
Central Mich. Chippewas,-1.8223195919883135
Central Mich. Chippewas,-1.4639260654010635
Central Mich. Chippewas,0.7994325376439815
Central Mich. Chippewas,-2.443273967214181
Central Mich. Chippewas,0.9760412318383378
Central Mich. Chippewas,-0.009804510723089743
Central Mich. Chippewas,-2.4416668635253425
Central Mich. Chippewas,0.31596085932587725
Central Mich. Chippewas,0.2829448190171689
Central Mich. Chippewas,2.2647716379918967
Central Mich. Chippewas,-0.8740578258315405
Central Mich. Chippewas,-0.018656402870031896
Central Mich. Chippewas,1.9351580867802691
Charleston So. Buccaneers,-1.365545299134161
Charleston So. Buccaneers,-0.22816084219798105
Charleston So. Buccaneers,0.09256967371001983
Charleston So. Buccaneers,-1.2737435243613813
Charleston So. Buccaneers,0.5838976149223766
Charleston So. Buccaneers,-2.2135606315986456
Charleston So. Buccaneers,-0.8454759693671009
Charleston So. Buccaneers,-5.261871112353029
Charleston So. Buccaneers,-0.8702683033754985
Charleston So. Buccaneers,-0.6712258933829087
Charleston So. Buccaneers,-2.7250554162890976
Charleston So. Buccaneers,0.4163465836432425
Charleston So. Buccaneers,1.3039164162521053
Charleston So. Buccaneers,1.0140431373779286
Charleston So. Buccaneers,0.20665862343980002
Charlotte 49ers,1.7864876922224178
Charlotte 49ers,2.9345126377464963
Charlotte 49ers,2.1651366940323955
Charlotte 49ers,3.4676639985115543
Charlotte 49ers,-1.5900466282040662
Charlotte 49ers,1.4975741229343023
Charlotte 49ers,-1.0512827329640335
Charlotte 49ers,4.383167094462039
Charlotte 49ers,-0.8917746183778893
Charlotte 49ers,-3.1599720681116716
Charlotte 49ers,1.0522956522832154
Charlotte 49ers,-2.106896402649691
Charlotte 49ers,-0.15964955848610685
Charlotte 49ers,-4.317514124508411
Chattanooga Mocs,4.3387197453107404
Chattanooga Mocs,-0.44687437783331246
Chattanooga Mocs,0.4133708875338189
Chattanooga Mocs,0.21723910243508215
Chattanooga Mocs,-2.0949737438042204
Chattanooga Mocs,-0.21563703509312993
Chattanooga Mocs,2.8808728846552105
Chattanooga Mocs,2.3701329684624617
Chattanooga Mocs,0.38947375767097236
Chattanooga Mocs,-0.24791343655696085
Chattanooga Mocs,-0.35647240158029136
Chattanooga Mocs,1.8276764538899255
Chattanooga Mocs,1.8713985294986957
Chattanooga Mocs,-0.15261541709124982
Chattanooga Mocs,1.689987932129175
Chattanooga Mocs,-0.25825784767930987
Chicago St. Cougars,0.3910404655381815
Chicago St. Cougars,1.9107127473411931
Chicago St. Cougars,3.3849408279924345
Chicago St. Cougars,-1.4473168913759467
Chicago St. Cougars,4.563848719925117
Chicago St. Cougars,1.7665069445000379
Chicago St. Cougars,0.3301224187452295
Chicago St. Cougars,2.9432674211816034
Chicago St. Cougars,-4.497747962534168
Chicago St. Cougars,1.1975485996341955
Chicago St. Cougars,-0.970746952605742
Cincinnati Bearcats,1.8690778997550452
Cincinnati Bearcats,1.7353967696305674
Cincinnati Bearcats,4.193436061292374
Cincinnati Bearcats,2.138880031493179
Cincinnati Bearcats,0.05568979674356345
Cincinnati Bearcats,0.8436560121929553
Cincinnati Bearcats,1.727967798251232
Cincinnati Bearcats,2.5870548697672184
Cincinnati Bearcats,0.6231131154963653
Cincinnati Bearcats,0.33879733135777396
Cincinnati Bearcats,0.913029378549861
Cincinnati Bearcats,-1.5097146454147363
Clemson Tigers,-1.3027996910628106
Clemson Tigers,3.390681693069459
Clemson Tigers,0.325875018897848
Clemson Tigers,3.6237526641424957
Clemson Tigers,1.0062906466586847
Clemson Tigers,0.44244111560543287
Clemson Tigers,1.7183157027137559
Clemson Tigers,-2.4715909512669447
Clemson Tigers,-1.5049163878872496
Clemson Tigers,-0.2272036595910083
Clemson Tigers,2.5051803716953063
Clemson Tigers,-2.635617005963135
Clemson Tigers,-0.47581112692102134
Clemson Tigers,-1.4141267512900992
Cleveland St. Vikings,-1.2463015236127142
Cleveland St. Vikings,1.5228099355076659
Cleveland St. Vikings,-0.7512701249350391
Cleveland St. Vikings,-0.8008751413706287
Cleveland St. Vikings,-0.611752633706268
Cleveland St. Vikings,-1.4875431438867186
Cleveland St. Vikings,3.1979764856294084
Cleveland St. Vikings,-2.743471578485385
Cleveland St. Vikings,3.9664951838006837
Cleveland St. Vikings,-0.045024737958826
